,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_pfam%,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Assembly method resumed,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host resumed,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
1229,GCA_003254625.1,GCA_003254625.1_ASM325462v1_genomic,f__Flavobacteriaceae (UID2817),99.65,1.61,25.0,91.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium ginsenosidimutans,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium ginsenosidimutans,82,82,5483841,5483841,0.0,6,332921,6,332921,18,88804,18,88804,668894,668894,23,95.991,0.33473,0.07067999999999999,Medium,4646,3645,1754,2936,217,78.45458458889367,37.75290572535515,63.194145501506675,4.670684459750324,ASM325462v1,,,,,,Contig,Velvet v. 1.2,Velvet v. 1.2,,PRJNA474434,SAMN09303191,,Microbe sample from Flavobacterium ginsenosidimutans,,,,,2011,Flavobacterium new species identification,2018-06-18T00:00:00Z,wangpinmei@zju.edu.cn,,82.0,,,,,,,,,,,,,,,,,,,,,,,Pinmei,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/625/GCA_003254625.1_ASM325462v1,,GCF_003254625.1,QJRJ01000000,,Flavobacterium ginsenosidimutans strain THG 01,,Full,WGS,,South Korea,,South Korea,,,,,,,,,,,,,,,,,,,,,,strain=THG 01,,,,,South Korea,,soil,Wang,,,,,,,,,,,Zhejiang University,687844.0,,Flavobacterium ginsenosidimutans,Flavobacterium ginsenosidimutans,,,,identical,,,,,,2018-06-21T00:38:20.720,,,representative genome,,,assembly from type material,Major,,,SAMN09303191,KCTC 42980,single cell,2018/06/18,Zhejiang University,200.0x,,Illumina,Illumina,,,687844.0,,,THG 01,,,"Microbe, viral or environmental",Microbe.1.0,Zhejiang University,,,687844.0,,,,,,type strain of Flavobacterium ginsenosidimutans,,,latest,QJRJ00000000.1,,,False,Non_marine
1230,GCA_003254745.1,GCA_003254745.1_ASM325474v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.35,0.0,97.54,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp003254745,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp003254745,57,57,4378418,4378418,0.0,5,326726,5,326726,12,162032,12,162032,630378,630378,15,97.926,0.34427,0.05483,High,3742,3030,1524,2456,146,80.97274184927845,40.72688401924105,65.63335114911811,3.9016568679850345,ASM325474v1,,,,,,Contig,Spades v. 3.11.1-linux,Spades v. 3.11.1-linux,"Yochan Joung, Inha University, Incheon 22212, Republic of Korea",PRJNA473637,SAMN09280212,,Flavobacterium sp. strain IMCC34762 whole genome shotgun sequence,,,,,2016-06-16,Flavobacterium IMCC34762,2018-06-19T00:00:00Z,yochanj@gmail.com,,57.0,,,,,,,,,,,,,,,,,,,,,,,yochan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/745/GCA_003254745.1_ASM325474v1,,GCF_003254745.1,QKXH01000000,,Flavobacterium sp. IMCC34762,,Full,WGS,,South Korea,,South Korea,,,,,,,,,,,,,,,,,,,,,,strain=IMCC34762,,,,,South Korea,,fresh water,Joung,,,,,,,,,,,INHA University,2217670.0,,Flavobacterium aquariorum,Flavobacterium aquariorum,,,,identical,,,,,,2018-05-30T00:00:00.000,,,representative genome,3735.0,,assembly from type material,Major,,,SAMN09280212,IMCC34762,whole organism,2018/06/19,INHA University,153.703x,,Illumina MiSeq,Illumina,,,2217670.0,,,IMCC34762,,,"Microbe, viral or environmental",Microbe.1.0,INHA University,,,2217670.0,,,,,,type strain of Flavobacterium aquariorum,,,latest,QKXH00000000.1,,,False,Non_marine
1231,GCA_003258355.1,GCA_003258355.1_ASM325835v1_genomic,s__algicola (UID2846),98.68,2.18,0.0,87.78,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Confluentibacter;s__Confluentibacter sp003258355,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Confluentibacter,Confluentibacter sp003258355,117,117,4129331,4129331,0.0,7,229744,7,229744,18,70736,18,70736,409716,409716,20,93.417,0.33306,0.13295,High,3553,2813,1404,2306,150,79.1725302561216,39.51590205460175,64.90289895862651,4.221784407542922,ASM325835v1,,,,,,Contig,Soapdenovo v. 2.04,Soapdenovo v. 2.04,,PRJNA472164,SAMN09228019,,Microbe sample from Flavobacteriaceae bacterium DSL-48,,,,,2018-02-28,This a draft genome from a novel genus.,2018-06-20T00:00:00Z,yl_wei@shou.edu.cn,,117.0,,,,,,,,,,,,,,,,,,,,,,,Yuli,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/258/355/GCA_003258355.1_ASM325835v1,,GCF_003258355.1,QKPO01000000,,Flavobacteriaceae bacterium DSL-48,,Full,WGS,,China: East China Sea,East China Sea,China,,,,,,,,,,,,,,,,,,,,,,strain=DSL-48,,,,,China,,sediments,Wei,,,,,,,,,,,Shanghai Ocean University,2219045.0,,Flavobacteriaceae bacterium DSL-48,Flavobacteriaceae bacterium DSL-48,,,,identical,,,,,,2018-06-08T12:50:04.293,,,,,,,Major,,,SAMN09228019,DSL-48,cell culture,2018/06/20,Shanghai Ocean University,436.0x,,Illumina HiSeq,Illumina,,,2219045.0,,,DSL-48,,,"Microbe, viral or environmental",Microbe.1.0,Shanghai Ocean University,,,2219045.0,,,,,,,,,latest,QKPO00000000.1,,,False,Marine
1236,GCA_003260195.1,GCA_003260195.1_ASM326019v1_genomic,f__Flavobacteriaceae (UID2845),97.65,2.62,0.0,84.55000000000003,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter sp003260195,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter sp003260195,36,36,5115381,5115381,0.0,4,534222,4,534222,10,181802,10,181802,768056,768056,12,96.148,0.29596,0.03347,High,4100,3376,1692,2722,265,82.34146341463416,41.26829268292683,66.39024390243902,6.463414634146342,ASM326019v1,,,,,,Contig,Soapdenovo v. 2,Soapdenovo v. 2,,PRJNA447935,SAMN08813454,,Microbe sample from Lutibacter sp.,,,,,Aug-2017,To scientific research.,2018-06-22T00:00:00Z,duzhaozhong1996@163.com,,36.0,,,,,,,,,,,,,,,,,,,,,,,Zhaozhong,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/260/195/GCA_003260195.1_ASM326019v1,,GCF_003260195.1,QEIH01000000,,Lutibacter sp. 1KV19,,Full,WGS,,Norway: The north the Yellow River station China,The north the Yellow River station China,Norway,,,,,,,,,,,,,,,,,,,,,,strain=1KV19,,,,,Norway,,Surface sediments from the arctic region,Du,,,,,,,,,,,Shandong University,2138210.0,,Lutibacter sp. 1KV19,Lutibacter citreus,,,,identical,,,,,,2018-03-29T00:00:00.000,,,representative genome,,,assembly from type material,Major,,,SAMN08813454,1KV19,mixed culture,2018/06/22,Shandong University,162.0x,,Illumina,Illumina,,,2138210.0,,,1KV19,,,"Microbe, viral or environmental",Microbe.1.0,Shandong University,,,2138210.0,,,,,,,,,latest,QEIH00000000.1,,,False,Unclassified
1237,GCA_003260205.1,GCA_003260205.1_ASM326020v1_genomic,s__algicola (UID2846),99.34,0.0,0.0,99.34,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella tangerina,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella tangerina,16,16,3517112,3517112,0.0,4,341524,4,341524,9,234239,9,234239,617984,617984,10,98.762,0.36091,0.04652,High,3188,2489,1215,1988,90,78.07402760351317,38.111668757841905,62.358845671267254,2.823086574654956,ASM326020v1,,,,,,Contig,Soapdenovo v. 2.04,Soapdenovo v. 2.04,,PRJNA454063,SAMN08997732,,Microbe sample from Winogradskyella tangerina,,,,,Oct-2016,Genome sequence of Winogradskyella tangerina M1309 (MCCC 1K03310),2018-06-22T00:00:00Z,13295352723@163.com,,16.0,,,,,,,,,,,,,,,,,,,,,,,Chong,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/260/205/GCA_003260205.1_ASM326020v1,,GCF_003260205.1,QERF01000000,,Winogradskyella sp. M1309,,Full,WGS,,China: Weihai,Weihai,China,,,,,,,,,,,,,,,,,,,,,,strain=M1309,,,,,China,,marine sediment from Sea cucumber breeding pond,Wang,,,,,,,,,,,Shandong University,2023240.0,,Winogradskyella tangerina,Winogradskyella tangerina,,,,identical,,,,,,2018-04-28T00:00:00.000,,,representative genome,,,assembly from type material,Major,,,SAMN08997732,marine sediment,pure culture,2018/06/22,Shandong University,99.9x,,Illumina,Illumina,,,2023240.0,,,M1309,,,"Microbe, viral or environmental",Microbe.1.0,Shandong University,,,2023240.0,,,,,,type strain of Winogradskyella tangerina,,,latest,QERF00000000.1,,,False,Marine
1240,GCA_003269425.1,GCA_003269425.1_ASM326942v1_genomic,s__algicola (UID2846),99.01,0.17,0.0,98.16,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp003269425,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sp003269425,1,1,3772469,3772469,0.0,1,3772469,1,3772469,1,3772469,1,3772469,3772469,3772469,1,100.0,0.38069,0.0,High,3375,2667,1322,2156,103,79.02222222222224,39.17037037037037,63.881481481481494,3.051851851851852,ASM326942v1,,,,,,Complete Genome,Pacbio smrt analysis v. 2.3.0,Pacbio smrt analysis v. 2.3.0,,PRJNA449135,SAMN09428147,,Microbe sample from Flagellimonas maritima,,,,,June-2016,Genome sequece of novel species isolated from environment sample,2018-06-28T00:00:00Z,khy849@hanmail.net,,1.0,,,,,,,,,,,,,,,,,,,,,,,Heeyoung,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/269/425/GCA_003269425.1_ASM326942v1,,GCF_003269425.1,CP030104,,Spongiibacterium sp. HME9304,,Full,Complete,,South Korea:Shin-an,Shin-an,South Korea,,,,,,,,,,,,,,,,,,,,,,strain=HME9304,,,,,South Korea,,seawater,Kang,,,,,,,,,,,Hankuk University of Foreign Studies,1383885.0,,Flagellimonas maritima,Flagellimonas maritima,,,,identical,,,,,,2018-06-15T00:00:00.000,,,representative genome,3378.0,,assembly from type material,Major,,,SAMN09428147,Sponggibacterium sp. HME9304,Bacteria isolated from seawater,2018/06/28,Hankuk University of Foreign Studies,259.12x,,PacBio,PacBio,,,1383885.0,,,HME9304,,,"Microbe, viral or environmental",Microbe.1.0,Hankuk University of Foreign Studies,,,1383885.0,,,,,,type strain of Flagellimonas maritima,,,latest,,,,False,Marine
1241,GCA_003285545.1,GCA_003285545.1_ASM328554v1_genomic,s__algicola (UID2846),98.35,1.21,0.0,92.3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sinomicrobium;s__Sinomicrobium sp003285545,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Sinomicrobium,Sinomicrobium sp003285545,43,43,4611183,4611183,0.0,6,353261,6,353261,19,71477,19,71477,481373,481373,22,95.778,0.47704,0.03923,High,3714,3062,1565,2496,140,82.44480344641896,42.13785675821217,67.20516962843296,3.769520732364028,ASM328554v1,,0 m,,,,Contig,Spades v. 3.8.1,Spades v. 3.8.1,"Key Laboratory of Marine Genetic Resources, Third Institute of Oceanography, State Oceanic Administration, Xiamen 361005, China",PRJNA475615,SAMN09396996,,Sinomicrobium sp. N-1-3-6,,,,Zongze Shao,2008-07,Sinomicrobium sp. N-1-3-6 draft genome sequence,2018-07-02T00:00:00Z,liuxiupian1984@163.com,,43.0,,,0 m,,,,,,,,,,,,,,,,,,,,Xiupian,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/285/545/GCA_003285545.1_ASM328554v1,,GCF_003285545.1,QLNV01000000,,Sinomicrobium sp. N-1-3-6,,Full,WGS,,Norway: Spitsbergen Islands,Spitsbergen Islands,Norway,,,,,,,,,,,,,,,,,,,,,,strain=N-1-3-6,,,,,Norway,,soil,Liu,,,,,,,,,,,"Third Institute of Oceanography, State Oceanic Administration",2219864.0,,Sinomicrobium sp. N-1-3-6,Sinomicrobium sp. N-1-3-6,,,,identical,,,,,,2018-07-03T18:37:35.377,,,,3737.0,,,Major,,,SAMN09396996,Sinomicrobium sp. N-1-3-6,soil,2018/07/02,"Third Institute of Oceanography, State Oceanic Administration",200.0x,,Illumina HiSeq,Illumina,,,2219864.0,,,N-1-3-6,,,"Microbe, viral or environmental",Microbe.1.0,"Third Institute of Oceanography, State Oceanic Administration",,,2219864.0,,,,,,,,,latest,QLNV00000000.1,,,False,Non_marine
1242,GCA_003290185.1,GCA_003290185.1_ASM329018v1_genomic,o__Flavobacteriales (UID2815),100.0,0.25,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium lathyri,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium lathyri,56,56,4857652,4857652,0.0,7,305116,7,305116,18,74646,18,74646,466241,466241,21,94.079,0.37029,0.03741,High,4446,3262,1515,2577,122,73.36932073774179,34.07557354925776,57.962213225371116,2.744039586144849,ASM329018v1,,,,,,Contig,Spades v. 3.10.0,Spades v. 3.10.0,,PRJNA478515,SAMN09519149,,MIGS Cultured Bacterial/Archaeal sample from Chryseobacterium lathyri,,,,,2005-08,Keywords: GSC:MIxS;MIGS:5.0,2018-07-06T00:00:00Z,hugocj@ufs.ac.za,,56.0,,,,,,,,,,,coastal dune,,coastal,,wild pea(Lathyrus japonica),,,,,,,,Celia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/290/185/GCA_003290185.1_ASM329018v1,,GCF_003290185.1,QNFY01000000,,Chryseobacterium lathyri strain KCTC 22544,,Full,WGS,,South Korea: Chungnam Province,Chungnam Province,South Korea,,,Lathyrus japonicus,,,,,,Lathyrus japonicus,Sea pea,,,,,,,,,,,,strain=KCTC 22544,,PMID: 20185262,,,South Korea,,Rhizosphere of wild pea growing in a coastal sand dune area.,Hugo,37.00069,,126.54639,,,,,,,,University of the Free State,395933.0,,Chryseobacterium lathyri,Chryseobacterium lathyri,,env_biome:coastal dune,,identical,,,,,20185262,2018-06-29T00:00:00.000,Primary publication,,,,,assembly from type material,Major,,,SAMN09519149,Chryseobacterium lathyri KCTC 22544,,2018/07/06,University of the Free State,28.2x,,Illumina MiSeq,Illumina,,,395933.0,,,KCTC 22544,,,MIGS.ba,MIGS.ba.5.0,University of the Free State,,,395933.0,,,,,,type strain of Chryseobacterium lathyri,,,latest,QNFY00000000.1,,Non_marine,False,Non_marine
1243,GCA_003293825.1,GCA_003293825.1_ASM329382v1_genomic,k__Bacteria (UID2565),100.0,1.08,0.0,94.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,18,18,4101886,4101886,0.0,3,519636,3,519636,8,188219,8,188219,1222724,1222724,11,99.81,0.35564,0.051460000000000006,High,3819,2886,1400,2345,115,75.5695208169678,36.65881120712229,61.40350877192983,3.011259492013616,ASM329382v1,,,,,,Contig,Newbler v. 2.1,Newbler v. 2.1,,PRJNA478369,SAMN09514291,,Pathogen: clinical or host-associated sample from Elizabethkingia anophelis,,,,Rochester Regional Health,02-Dec-2016,"Elizabethkingia sequencing from New York, USA.",2018-07-09T00:00:00Z,esnesrud@gmail.com,,18.0,,,,,,,,,,,,,,,,,,,,,,,Erik,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/293/825/GCA_003293825.1_ASM329382v1,,GCF_003293825.1,QNTY01000000,,Elizabethkingia anophelis strain 40313151,,Full,WGS,,United States,,USA,,,Homo sapiens,,,,,,"Human, Homo sapiens",Homo sapiens,,,,,,,,,,,,strain=40313151,,,,,United States,,blood,Snesrud,43.192771,,-77.585401,,,,,,,,Walter Reed Army Institute of Research,1117645.0,,Elizabethkingia anophelis,Elizabethkingia anophelis,,,,identical,,,,,,2018-06-28T00:00:00.000,,,,3785.0,,,Major,,,SAMN09514291,40313151,,2018/07/09,Walter Reed Army Institute of Research,100x,,Illumina MiSeq,Illumina,,,1117645.0,,,40313151,,,Pathogen.cl,Pathogen.cl.1.0,Walter Reed Army Institute of Research,,,1117645.0,,,,,,,,,latest,QNTY00000000.1,,Non_marine,False,Non_marine
1244,GCA_003293835.1,GCA_003293835.1_ASM329383v1_genomic,k__Bacteria (UID2565),100.0,1.08,0.0,94.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,16,16,3959334,3959334,0.0,3,693204,3,693204,7,183424,7,183424,888359,888359,9,99.731,0.35818,0.04929,High,3633,2861,1398,2321,111,78.75034406826316,38.48059454995871,63.886595100467936,3.0553261767134603,ASM329383v1,,,,,,Contig,Newbler v. 2.1,Newbler v. 2.1,,PRJNA478369,SAMN09514290,,Pathogen: clinical or host-associated sample from Elizabethkingia anophelis,,,,Rochester Regional Health,01-Dec-2017,"Elizabethkingia sequencing from New York, USA.",2018-07-09T00:00:00Z,esnesrud@gmail.com,,16.0,,,,,,,,,,,,,,,,,,,,,,,Erik,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/293/835/GCA_003293835.1_ASM329383v1,,GCF_003293835.1,QNTZ01000000,,Elizabethkingia anophelis strain 6499925,,Full,WGS,,United States,,USA,,,Homo sapiens,,,,,,"Human, Homo sapiens",Homo sapiens,,,,,,,,,,,,strain=6499925,,,,,United States,,blood,Snesrud,43.192771,,-77.585401,,,,,,,,Walter Reed Army Institute of Research,1117645.0,,Elizabethkingia anophelis,Elizabethkingia anophelis,,,,identical,,,,,,2018-06-28T00:00:00.000,,,,3606.0,,,Major,,,SAMN09514290,6499925,,2018/07/09,Walter Reed Army Institute of Research,100x,,Illumina MiSeq,Illumina,,,1117645.0,,,6499925,,,Pathogen.cl,Pathogen.cl.1.0,Walter Reed Army Institute of Research,,,1117645.0,,,,,,,,,latest,QNTZ00000000.1,,Non_marine,False,Non_marine
1245,GCA_003293845.1,GCA_003293845.1_ASM329384v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.35,0.0,97.9,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium tibetense,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium tibetense,56,57,2737708,2737543,0.006,6,183456,6,183456,18,44299,18,44299,352469,352469,16,87.723,0.3321,0.05816,High,2532,1970,1024,1602,50,77.80410742496049,40.44233807266983,63.270142180094794,1.9747235387045812,ASM329384v1,,,,,,Scaffold,Abyss v. 2.0.2,Abyss v. 2.0.2,,PRJNA476813,SAMN09459912,,Microbe sample from Flavobacterium tibetense,,,,,2018-04-17,Genome sequencing of a novel species in Flavobacterium genus,2018-07-09T00:00:00Z,baichenxia@biozeron.com,,56.0,,,,,,,,,,,,,,,,,,,,,,,Peng,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/293/845/GCA_003293845.1_ASM329384v1,,GCF_003293845.1,QLST01000000,,Flavobacterium sp. YH5,,Full,WGS,,China:Tibetan Plateau,Tibetan Plateau,China,,,,,,,,,,,,,,,,,,,,,,strain=YH5,,,,,China,,,Xing,,,,,,,,,,,"Nanjing Institute of Geography and Limnology, Chinese Academy of Sciences",2233533.0,,Flavobacterium tibetense,Flavobacterium tibetense,,,,identical,,,,,,2018-07-10T00:00:00.000,,,representative genome,2556.0,,assembly from type material,Major,,,SAMN09459912,YH5,Pure culture,2018/07/09,"Nanjing Institute of Geography and Limnology, Chinese Academy of Sciences",324.0x,,Illumina HiSeq,Illumina,,,2233533.0,,,YH5,,,"Microbe, viral or environmental",Microbe.1.0,"Nanjing Institute of Geography and Limnology, Chinese Academy of Sciences",,,2233533.0,,,,,,type strain of Flavobacterium tibetense,,,latest,QLST00000000.1,,,False,Unclassified
1246,GCA_003298875.1,GCA_003298875.1_ASM329887v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia bruuniana,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia bruuniana,10,10,4340507,4340507,0.0,3,693624,3,693624,5,651452,5,651452,1106231,1106231,7,99.834,0.35903,0.04331,High,4058,3115,1447,2476,106,76.761951700345,35.65795958600296,61.015278462296706,2.612124199112863,ASM329887v1,,,,,,Contig,Newbler v. 2.1,Newbler v. 2.1,,PRJNA478369,SAMN09514292,,Pathogen: clinical or host-associated sample from Elizabethkingia miricola,,,,Rochester Regional Health,07-Dec-2015,"Elizabethkingia sequencing from New York, USA.",2018-07-09T00:00:00Z,esnesrud@gmail.com,,10.0,,,,,,,,,,,,,,,,,,,,,,,Erik,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/298/875/GCA_003298875.1_ASM329887v1,,GCF_003298875.1,QNTX01000000,,Elizabethkingia miricola strain 6012926,,Full,WGS,,United States,,USA,,,Homo sapiens,,,,,,"Human, Homo sapiens",Homo sapiens,,,,,,,,,,,,strain=6012926,,,,,United States,,blood,Snesrud,43.192771,,-77.585401,,,,,,,,Walter Reed Army Institute of Research,172045.0,,Elizabethkingia miricola,Elizabethkingia miricola,,,,identical,,,,,,2018-06-28T00:00:00.000,,,,3996.0,,,Major,,,SAMN09514292,6012926,,2018/07/09,Walter Reed Army Institute of Research,100x,,Illumina MiSeq,Illumina,,,172045.0,,,6012926,,,Pathogen.cl,Pathogen.cl.1.0,Walter Reed Army Institute of Research,,,172045.0,,,,,,,,,latest,QNTX00000000.1,,Non_marine,False,Non_marine
1247,GCA_003312425.1,GCA_003312425.1_ASM331242v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.0,0.0,99.29,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrolimnae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrolimnae,23,23,3652041,3652041,0.0,6,227682,6,227682,16,107866,16,107866,499823,499823,18,95.595,0.34192,0.00691,High,3222,2593,1338,2141,89,80.47796399751707,41.5270018621974,66.4494103041589,2.762259466170081,ASM331242v1,,,,,,Contig,Spades v. 3.10.1,Spades v. 3.10.1,,PRJNA479391,SAMN09536670,,Microbe sample from Flavobacterium psychrolimnae,,,,,2018-05-01,Whole genome sequence of Flavobacterium psychrolimnae LMG 22018,2018-07-10T00:00:00Z,d.kim@kyonggi.ac.kr,,23.0,,LMG 22018,,,,,,,,,,,,,,,,,,,,,Dong-Uk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/312/425/GCA_003312425.1_ASM331242v1,,GCF_003312425.1,QNUX01000000,,Flavobacterium psychrolimnae strain LMG 22018,,Full,WGS,,South Korea: Suwon,Suwon,South Korea,,,,,,,,,,,,,,,,,,,,,,strain=LMG 22018,,,,,South Korea,,Antarctic lakes,Kim,,,,,,,,,,,Konggi University,249351.0,,Flavobacterium psychrolimnae,Flavobacterium psychrolimnae,,,,identical,,,,,,2018-07-03T00:00:00.000,,,representative genome,3199.0,,assembly from type material,Major,,,SAMN09536670,Flavobacterium psychrolimnae LMG 22018,bacterial culture,2018/07/10,Konggi University,586.88x,,Illumina MiSeq,Illumina,,,249351.0,,,LMG 22018,,,"Microbe, viral or environmental",Microbe.1.0,Konggi University,,,249351.0,,,,,,type strain of Flavobacterium psychrolimnae,,,latest,QNUX00000000.1,,,False,Unclassified
