,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_pfam%,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Assembly method resumed,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host resumed,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
1608,GCA_004785645.1,GCA_004785645.1_ASM478564v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter sp004785645,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter sp004785645,27,27,3715590,3715590,0.0,5,319131,5,319131,14,89016,14,89016,423815,423815,15,94.492,0.30646,0.03725,High,3444,2535,1283,2072,44,73.60627177700349,37.25319396051104,60.162601626016276,1.2775842044134729,ASM478564v1,,,,,,Contig,A5-miseq v. mar-8-2019,A5-miseq v. mar-8-2019,,PRJNA529040,SAMN11253883,,Microbe sample from Empedobacter tilapiae,,,,,2017,"Publication of genome sequence from a novel bacterial species, Empedobacter tilapiae MRS2",2019-04-10T00:00:00Z,jhyoon69@skku.edu,,27.0,,,,,,,,,,,,,,,,,,,,,,,Jung-Hoon,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/785/645/GCA_004785645.1_ASM478564v1,,GCF_004785645.1,SRPE01000000,,Empedobacter sp. MRS2,,Full,WGS,,South Korea: Changwon,Changwon,South Korea,,,Oreochromis niloticus,,,,,,Oreochromis niloticus,Tilapia,,,,,,,,,,,,strain=MRS2,,,,,South Korea,,intestinal tract,Yoon,,,,,,,,,,,Sungkyunkwan University,2491114.0,,Empedobacter sp. MRS2,Empedobacter tilapiae,,,,identical,,,,,,2019-04-02T00:50:57.890,,,representative genome,3426.0,,assembly from type material,Major,,,SAMN11253883,A new bacterial species isolated from a Nile tilapia,Pure bacterial culture,2019/04/10,Sungkyunkwan University,235.6x,,Illumina MiSeq,Illumina,,,2491114.0,,,MRS2,,,"Microbe, viral or environmental",Microbe.1.0,Sungkyunkwan University,,,2491114.0,,,,,,,,,latest,SRPE00000000.1,,,False,Unclassified
1628,GCA_005844065.1,GCA_005844065.1_ASM584406v1_genomic,k__Bacteria (UID2565),100.0,1.08,0.0,94.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia miricola,1,1,3741012,3741012,0.0,1,3741012,1,3741012,1,3741012,1,3741012,3741012,3741012,1,100.0,0.3671,0.0,High,3808,3009,1440,2433,109,79.01785714285714,37.81512605042017,63.89180672268907,2.8623949579831933,ASM584406v1,,,,,,Complete Genome,Hgap v. 4,Hgap v. 4,,PRJNA542794,SAMN11638311,,Microbe sample from Elizabethkingia miricola,,,,,23-Apr-2017,Elizabethkingia miricola,2019-05-26T00:00:00Z,2451609700@qq.com,,1.0,,,,,,,,,,,,,,,,,,,,missing ribosomal protein genes; missing tRNA genes,,,yonglei,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/844/065/GCA_005844065.1_ASM584406v1,,,CP040450,,Elizabethkingia miricola strain F13,,Full,Complete,,China,,China,,,Frog,,,,,,Frog,Frog,,,,,,,,,,,,strain=F13,,,,,,,,Yang,,,,,,,,,,,Henan University of animal Husbandry and Economy,172045.0,,Elizabethkingia miricola,Elizabethkingia miricola,,,,,,,,,,2019-05-14T00:00:00.000,,,,,,,Major,,,SAMN11638311,Elizabethkingia meningoseptica,bacteria,2019/05/26,Henan University of animal Husbandry and Economy,100.0x,,PacBio,PacBio,,,172045.0,,,F13,,,"Microbe, viral or environmental",Microbe.1.0,Henan University of animal Husbandry and Economy,,,172045.0,,,,,,,,,latest,,,,False,Non_marine
1629,GCA_005862425.1,GCA_005862425.1_ASM586242v1_genomic,o__Flavobacteriales (UID2815),100.0,0.49,0.0,97.55,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium indologenes,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium indologenes,53,53,5063624,5063624,0.0,8,193241,8,193241,25,82493,25,82493,474597,474597,29,95.566,0.37038,0.02491,High,4572,3407,1585,2731,94,74.5188101487314,34.66754155730533,59.7331583552056,2.0559930008748903,ASM586242v1,,,,,,Contig,Spades v. 3.9.0,Spades v. 3.9.0,,PRJNA543835,SAMN11784656,,Microbe sample from Chryseobacterium indologenes,,,,,2017-11-10,"We used the whole genome sequencing for deciphering the resistome of Chryseobacterium indologenes isolated from a blood culture of a hospitalized child in Antananarivo, Madagascar",2019-05-28T00:00:00Z,rabalainnoah@gmail.com,,53.0,,,,,,,,,,,,,,,,,,,,,,,Mamitina Alain Noah,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/862/425/GCA_005862425.1_ASM586242v1,,GCF_005862425.1,VCBR01000000,,Chryseobacterium indologenes strain 0243,,Full,WGS,,Madagascar: Antananarivo,Antananarivo,Madagascar,,,Homo sapiens,,,,,,"Human, Homo sapiens",Homo sapiens,,,,,,,,,,,,strain=0243,,,,,Madagascar,,blood culture of a hospitalized child,RABENANDRASANA,,,,,,,,,,,Institut Pasteur of Madagascar,253.0,,Chryseobacterium indologenes,Chryseobacterium indologenes,,,,identical,,,,,,2019-05-30T00:38:37.373,,,,4470.0,,,Major,,,SAMN11784656,MAD020243,tissue sample,2019/05/28,Institut Pasteur of Madagascar,50.0x,,Illumina HiSeq,Illumina,,,253.0,,,0243,,,"Microbe, viral or environmental",Microbe.1.0,Institut Pasteur of Madagascar,,,253.0,,,,,,,,,latest,VCBR00000000.1,,,False,Non_marine
1631,GCA_005885635.1,GCA_005885635.1_ASM588563v1_genomic,s__algicola (UID2846),99.67,1.23,0.0,93.52,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter sp005885635,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter sp005885635,20,21,5110706,5110696,0.0,2,1114618,2,1114618,5,415506,6,350307,2066491,2066491,7,99.008,0.3797,0.04199,High,4454,3498,1616,2794,126,78.53614728334081,36.281993713515945,62.73013022002695,2.8289178266726536,ASM588563v1,,,,,,Scaffold,Soapdenovo v. 2.0,Soapdenovo v. 2.0,,PRJNA542499,SAMN11625834,,Microbe sample from Maribacter sp. RZ26,,,,,2018-09-05,Study the genome of the strain RZ26New species identification,2019-05-29T00:00:00Z,973618786@qq.com,,20.0,,,,,,,,,,,,,,,,,,,,,,,jinyu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/885/635/GCA_005885635.1_ASM588563v1,,GCF_005885635.1,VATY01000000,,Maribacter sp. RZ26,,Full,WGS,,China:Weihai,Weihai,China,,,Red algae,,,,,,red algae,Algae,,,,,,,,,,,,strain=RZ26,,,,,China,,,zhang,,,,,,,,,,,Shandong university,2578118.0,,Maribacter sp. RZ26,Maribacter sp. RZ26,,,,identical,,,,,,2019-05-13T00:00:00.000,,,,4349.0,,,Major,,,SAMN11625834,RZ,tissue sample,2019/05/29,Shandong university,141.8x,,Illumina HiSeq,Illumina,,,2578118.0,,,RZ26,,,"Microbe, viral or environmental",Microbe.1.0,Shandong university,,,2578118.0,,,,,,,,,latest,VATY00000000.1,,,False,Unclassified
1633,GCA_005937185.1,GCA_005937185.1_ASM593718v1_genomic,s__algicola (UID2846),99.34,0.67,0.0,95.99,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp005937185,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sp005937185,14,14,4543408,4543406,0.0,2,1706222,2,1706222,4,189081,4,189081,2028484,2028483,6,97.508,0.4177,0.05082,High,4054,3281,1532,2590,118,80.93241243216576,37.789837197829314,63.88751850024666,2.9107054760730144,ASM593718v1,,,,,,Contig,Soapdenovo v. 2,Soapdenovo v. 2,,PRJNA544711,SAMN11851951,,Microbe sample from Flagellimonas algicola,,,,,2018-01-27,genome sequencing of Spongiibacterium sp.,2019-06-03T00:00:00Z,jeongeun6450@naver.com,,14.0,,,,,,,,,,,,,,,,,,,,,,,Jungeun,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/937/185/GCA_005937185.1_ASM593718v1,,GCF_005937185.1,VCNI01000000,,Flagellimonas sp. AsT0115,,Full,WGS,,South Korea: Taean ocean,Taean ocean,South Korea,,,Asparagopsis taxiformis,,,,,,Asparagopsis taxiformis,Algae,,,,,,,,,,,,strain=AsT0115,,,,,South Korea,,,Kim,,,,,,,,,,,Chung-Ang University,2583815.0,,Flagellimonas algicola,Flagellimonas algicola,,,,identical,,,,,,2019-05-29T00:00:00.000,,,representative genome,3960.0,,assembly from type material,Major,,,SAMN11851951,red algae,algae,2019/06/03,Chung-Ang University,149.0x,,Illumina HiSeq,Illumina,,,2583815.0,,,AsT0115,,,"Microbe, viral or environmental",Microbe.1.0,Chung-Ang University,,,2583815.0,,,,,,type material of Flagellimonas algicola,,,latest,VCNI00000000.1,,,False,Marine
1635,GCA_006065315.1,GCA_006065315.1_ASM606531v1_genomic,f__Flavobacteriaceae (UID2845),98.32,2.07,0.0,87.97,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7949;s__UBA7949 sp006065315,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7949,UBA7949 sp006065315,1,1,5168958,5168958,0.0,1,5168958,1,5168958,1,5168958,1,5168958,5168958,5168958,1,100.0,0.32209,0.0,High,4399,3501,1622,2825,214,79.58626960672879,36.87201636735622,64.2191407137986,4.8647419868151855,ASM606531v1,,,,,,Complete Genome,Hgap v. 3.0,Hgap v. 3.0,,PRJNA544404,SAMN11835398,,Algicella ahnfeltiae's whole genome shotgun sequencing project,,,,,2017,"Algicella ahnfeltiae strain 10Alg 115, whole genome sequencing project",2019-06-06T00:00:00Z,hlhan@kribb.re.kr,,1.0,,,,,,,,,,,,,,,,,,,,,,,Han,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/065/315/GCA_006065315.1_ASM606531v1,,GCF_006065315.1,CP040749,,Flavobacteriaceae bacterium 10Alg115,,Full,Complete,,Pacific Ocean,,Pacific Ocean,,,Red alga,,,,,,red alga,Algae,,,,,,,,,,,,strain=10Alg115,,,,,,,,Ho Le,52.8736,,149.366,,,,,,,,Korea Research Institute of Bioscience & Biotechnology (KRIBB),2584122.0,,Flavobacteriaceae bacterium 10Alg115,Flavobacteriaceae bacterium 10Alg115,,,,identical,,,,,,2019-05-29T00:00:00.000,,,,4315.0,,,Major,,,SAMN11835398,10Alg115,,2019/06/06,Korea Research Institute of Bioscience & Biotechnology (KRIBB),5.0x,,PacBio RSII,PacBio,,,2584122.0,,,10Alg115,,,"Microbe, viral or environmental",Microbe.1.0,Korea Research Institute of Bioscience & Biotechnology (KRIBB),,,2584122.0,,,,,,,,,latest,,,Marine,False,Marine
1641,GCA_006265225.1,GCA_006265225.1_ASM626522v1_genomic,s__algicola (UID2846),99.34,0.79,0.0,95.39,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tamlana_A;s__Tamlana_A sp006265225,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tamlana_A,Tamlana_A sp006265225,152,152,4022701,4022701,0.0,7,249398,7,249398,16,90644,16,90644,385075,385075,17,93.01,0.34326,0.05685,High,3352,2735,1410,2187,198,81.59307875894987,42.06443914081145,65.24463007159905,5.906921241050119,ASM626522v1,,,,,,Contig,Spades v. 3.12,Spades v. 3.12,,PRJNA544675,SAMN11845908,,Microbe sample from Tamlana fucoidanivorans,,,,,2018-05-10,A marine flavobacterium isolated from the surface of algae,2019-06-11T00:00:00Z,stulijin@163.com,,152.0,,,,,,,,,,,,,,,,,,,,,,,Jin,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/265/225/GCA_006265225.1_ASM626522v1,,GCF_006265225.1,VDCS01000000,,Tamlana sp. CW2-9,,Full,WGS,,China: Fujian,Fujian,China,,,Algae,,,,,,algae,Algae,,,,,,,,,,,,strain=CW2-9,,,,,China,,the surface of algae,Li,,,,,,,,,,,Shantou University,2583814.0,,Tamlana fucoidanivorans,Tamlana fucoidanivorans,,,,identical,,,,,,2019-05-24T00:00:00.000,,,representative genome,3381.0,,assembly from type material,Major,,,SAMN11845908,Lam,cell culture,2019/06/11,Shantou University,100.0x,,Illumina,Illumina,,,2583814.0,,,CW2-9,,,"Microbe, viral or environmental",Microbe.1.0,Shantou University,,,2583814.0,,,,,,type strain of Tamlana fucoidanivorans,,,latest,VDCS00000000.1,,,False,Marine
1645,GCA_006385095.1,GCA_006385095.1_ASM638509v1_genomic,o__Flavobacteriales (UID2815),99.93,0.49,0.0,97.48,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella;s__Riemerella anatipestifer,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,1,1,2240780,2240780,0.0,1,2240780,1,2240780,1,2240780,1,2240780,2240780,2240780,1,100.0,0.35236,0.0,High,2098,1631,863,1311,45,77.74070543374643,41.13441372735939,62.48808388941849,2.144899904671115,ASM638509v1,,,,,,Complete Genome,Hgap v. 3.0,Hgap v. 3.0,,PRJNA548417,SAMN12026949,,Complete genome of Riemerella anatipestifer serotype 1 strain WJ4,,,,,2000,"WJ4 is a candidate vaccine strain of Riemerella anatipestifer serotype 1. Its full genome will help us to understand the genetic background of This strain, and to uncover the molecular mechanism of the pathogenesis.",2019-06-22T00:00:00Z,huqinghai@caas.cn,,1.0,,,,,,,,,,,,,,,,,,,,,,,qinghai,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/385/095/GCA_006385095.1_ASM638509v1,,GCF_006385095.1,CP041029,,Riemerella anatipestifer strain WJ4,,Full,Complete,,China: Jiangsu,Jiangsu,China,,,Duck,,,,,,"Duck, Anas platyrhynchos",Duck,,,,,,,,,,,,strain=WJ4,,,,,China,,,Hu,,,,MLST.Riemerella_anatipestifer.17,,,,,,,"Shanghai Veterinary Research Institute, the Chinese Academy of Agricultural Sciences",34085.0,,Riemerella anatipestifer,Riemerella anatipestifer,,,,identical,,,,,,2019-06-11T00:00:00.000,,,,2088.0,,,Major,,,SAMN12026949,WJ4,cell culture,2019/06/22,"Shanghai Veterinary Research Institute, the Chinese Academy of Agricultural Sciences",160.0x,,PacBio RSII,PacBio,,,34085.0,,,WJ4,,,"Microbe, viral or environmental",Microbe.1.0,"Shanghai Veterinary Research Institute, the Chinese Academy of Agricultural Sciences",,,34085.0,,,,,,,,,latest,,,,False,Non_marine
1649,GCA_006443095.1,GCA_006443095.1_ASM644309v1_genomic,s__algicola (UID2847),99.62,2.08,0.0,89.22,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp006443095,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp006443095,27,27,5888963,5888956,0.0,3,677690,3,677690,9,277159,9,277159,1567182,1567182,11,99.342,0.32403000000000004,0.05018,High,5290,3736,1740,2956,123,70.62381852551985,32.892249527410215,55.879017013232506,2.325141776937618,ASM644309v1,,,,,,Contig,Spades v. 3.12.0,Spades v. 3.12.0,,PRJNA545874,SAMN11936012,,Microbe sample from Flavobacteriaceae bacterium M625,,,,,2018-10-21,novel genera publication,2019-06-24T00:00:00Z,2712524697@qq.com,,27.0,,,,,,,,,,,,,,,,,,,,,,,Xue,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/443/095/GCA_006443095.1_ASM644309v1,,GCF_006443095.1,VFWZ01000000,,Flavobacteriaceae bacterium M625,,Full,WGS,,"China:Jing Zi Habour, Weihai","Jing Zi Habour, Weihai",China,,,Red alga,,,,,,red alga,Algae,,,,,,,,,,,,strain=M625,,,,,China,,,Meng,,,,,,,,,,,Shandong University at Weihai,2589995.0,,Flavobacteriaceae bacterium M625,Flavobacteriaceae bacterium M625,,,,identical,,,,,,2019-06-05T00:00:00.000,,,,5132.0,,,Major,,,SAMN11936012,M625,single cell,2019/06/24,Shandong University at Weihai,556.85x,,Illumina HiSeq,Illumina,,,2589995.0,,,M625,,,"Microbe, viral or environmental",Microbe.1.0,Shandong University at Weihai,,,2589995.0,,,,,,,,,latest,VFWZ00000000.1,,,False,Unclassified
1651,GCA_006491645.1,GCA_006491645.1_ASM649164v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.35,0.0,97.54,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp006491645,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp006491645,44,45,4013996,4013896,0.002,6,222460,6,222460,15,93424,16,73696,564928,564928,18,96.047,0.31236,0.0319,High,3672,2698,1297,2124,88,73.47494553376906,35.321350762527224,57.84313725490197,2.396514161220044,ASM649164v1,,,,,,Scaffold,Spades v. 3.12.0,Spades v. 3.12.0,,PRJNA545843,SAMN11935611,,Microbe sample from Flavobacterium sp. TP390,,,,,2014,"Genome Sequence of Flavobacterium sp. TP390, isolated from Yap seamount in the tropical western Pacific",2019-06-26T00:00:00Z,1755749559@qq.com,,44.0,,,,,,,,,,,,,,,,,,,,,,,WangQian1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/491/645/GCA_006491645.1_ASM649164v1,,GCF_006491645.1,VDCZ01000000,,Flavobacterium sp. TP390,,Full,WGS,,Pacific Ocean: Yap seamount,Yap seamount,Pacific Ocean,,,Marine sponge,,,,,,Marine sponge,Sponge,,,,,,,,,,,,strain=TP390,,,,,Pacific Ocean,,surface of a marine sponge,lianzixin,,,,,,,,,,,Institute of Oceanology Chinese Academy of Sciences,1774945.0,,Flavobacterium sp. TP390,Flavobacterium sp. TP390,,,,identical,,,,,,2019-06-02T00:00:00.000,,,,,,,Major,,,SAMN11935611,sponge,the surface of a marine sponge,2019/06/26,Institute of Oceanology Chinese Academy of Sciences,100x,,Illumina HiSeq,Illumina,,,1774945.0,,,TP390,,,"Microbe, viral or environmental",Microbe.1.0,Institute of Oceanology Chinese Academy of Sciences,,,1774945.0,,,,,,,,,latest,VDCZ00000000.1,,,False,Marine
1659,GCA_006777745.1,GCA_006777745.1_ASM677774v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.62,0.0,96.19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,138,138,2715238,2715238,0.0,17,45311,17,45311,61,9685,61,9685,166803,166803,15,47.419,0.32413000000000003,0.02963,High,2423,1917,999,1571,57,79.11679735864632,41.22988031366075,64.83697895171275,2.3524556335121747,ASM677774v1,,,,,,Contig,Genomics workbench v. 9.5.3,Genomics workbench v. 9.5.3,,PRJDB8143,SAMD00166971,MIGS.ba,Flavobacterium psychrophilum isolated from the gills of ayu fingerling,,,,,2018-04-17,Keywords: GSC:MIxS;MIGS:5.0,2019-06-22T00:00:00Z,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/777/745/GCA_006777745.1_ASM677774v1,,GCF_006777745.1,BJSV01000000,,Flavobacterium psychrophilum strain NNS1-1804,,Full,WGS,,Japan:Nahari River,Nahari River,Japan,,,Plecoglossus altivelis altivelis,,,,,,Plecoglossus altivelis altivelis,Sweetfish,,,,,,,,,,,,strain=NNS1-1804,,,,,Japan,,gill,,,FPN181,,MLST.Flavobacterium_psychrophilum.52,,,,,,,Kochi University,96345.0,,Flavobacterium psychrophilum,Flavobacterium psychrophilum,,,,identical,,,Draft genome sequence of Flavobacterium psychrophilum strain NNS1-1804,,,2019-04-11T00:00:00.000,,,,2380.0,,,Major,,,SAMD00166971,Flavobacterium psychrophilum genomic DNA,,2019/06/21,Kochi University,216x,,Illumina Miseq,Illumina,,,96345.0,,,NNS1-1804,,,MIGS.ba,MIGS.ba.5.0,Kochi University,,,96345.0,,,,,,,,,latest,BJSV00000000.1,,,False,Unclassified
1660,GCA_006777825.1,GCA_006777825.1_ASM677782v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.62,0.0,96.19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,147,147,2717076,2717076,0.0,18,39848,18,39848,64,9498,64,9498,166847,166847,14,44.661,0.32413000000000003,0.03004,High,2431,1916,1000,1570,57,78.81530234471411,41.13533525298232,64.58247634718222,2.3447141094199915,ASM677782v1,,,,,,Contig,Genomics workbench v. 9.5.3,Genomics workbench v. 9.5.3,,PRJDB8143,SAMD00166972,MIGS.ba,Flavobacterium psychrophilum isolated from the gills of ayu fingerling,,,,,2018-04-17,Keywords: GSC:MIxS;MIGS:5.0,2019-06-22T00:00:00Z,,,147.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/777/825/GCA_006777825.1_ASM677782v1,,GCF_006777825.1,BJSW01000000,,Flavobacterium psychrophilum strain NNS2-1804,,Full,WGS,,Japan:Nahari River,Nahari River,Japan,,,Plecoglossus altivelis altivelis,,,,,,Plecoglossus altivelis altivelis,Sweetfish,,,,,,,,,,,,strain=NNS2-1804,,,,,Japan,,gill,,,FPN182,,MLST.Flavobacterium_psychrophilum.52,,,,,,,Kochi University,96345.0,,Flavobacterium psychrophilum,Flavobacterium psychrophilum,,,,identical,,,Draft genome sequence of Flavobacterium psychrophilum strain NNS2-1804,,,2019-04-11T00:00:00.000,,,,2384.0,,,Major,,,SAMD00166972,Flavobacterium psychrophilum genomic DNA,,2019/06/21,Kochi University,172x,,Illumina Miseq,Illumina,,,96345.0,,,NNS2-1804,,,MIGS.ba,MIGS.ba.5.0,Kochi University,,,96345.0,,,,,,,,,latest,BJSW00000000.1,,,False,Unclassified
1661,GCA_006777945.1,GCA_006777945.1_ASM677794v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.35,0.0,97.54,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,153,153,2668540,2668540,0.0,16,45267,16,45267,60,9422,60,9422,170632,170632,15,49.31,0.3249,0.0274,High,2393,1887,997,1550,55,78.8549937317175,41.66318428750522,64.77225240284163,2.2983702465524445,ASM677794v1,,,,,,Contig,Genomics workbench v. 9.5.3,Genomics workbench v. 9.5.3,,PRJDB8143,SAMD00166973,MIGS.ba,Flavobacterium psychrophilum isolated from the gills of ayu fingerling,,,,,2018-04-17,Keywords: GSC:MIxS;MIGS:5.0,2019-06-22T00:00:00Z,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/777/945/GCA_006777945.1_ASM677794v1,,GCF_006777945.1,BJSX01000000,,Flavobacterium psychrophilum strain NNS4-1804,,Full,WGS,,Japan:Nahari River,Nahari River,Japan,,,Plecoglossus altivelis altivelis,,,,,,Plecoglossus altivelis altivelis,Sweetfish,,,,,,,,,,,,strain=NNS4-1804,,,,,Japan,,gill,,,FPN184,,MLST.Flavobacterium_psychrophilum.45,,,,,,,Kochi University,96345.0,,Flavobacterium psychrophilum,Flavobacterium psychrophilum,,,,identical,,,Draft genome sequence of Flavobacterium psychrophilum strain NNS4-1804,,,2019-04-11T00:00:00.000,,,,2331.0,,,Major,,,SAMD00166973,Flavobacterium psychrophilum genomic DNA,,2019/06/21,Kochi University,168x,,Illumina Miseq,Illumina,,,96345.0,,,NNS4-1804,,,MIGS.ba,MIGS.ba.5.0,Kochi University,,,96345.0,,,,,,,,,latest,BJSX00000000.1,,,False,Unclassified
