Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"1458515.3","Tenacibaculum sp. TNO020",,1458515,"WGS","Tenacibaculum sp. TNO020",,,,,,,,"2017-12-10T00:00:00Z",,"PRJEB21331","SAMEA104390623","GCA_900239505.1",,"OENF01000000",,"INRA",,,,,,,44,2452854,30.710924,2216,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In this study we report the analyze the genomic diversity of Tenacibaculum species that includes pathogens of marine fish",,99.1,99,100,,,"Good","2018-05-28T12:04:10.039Z","2018-05-28T12:04:10.039Z"
"1461338.3","Seonamhaeicola aphaedonensis strain CECT 8487",,1461338,"WGS","CECT 8487",,,,,,,"Yes","2018-08-14T00:00:00Z",,"PRJNA463307","SAMN09074747","GCA_003386195.1",,"QRDX01000000",,"DOE Joint Genome Institute",,"Illumina HiSeq","427.0x","SPAdes v. 3.10.1",,,41,3508581,33.722485,3032,2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genome sequencing as part of the Genomic Encyclopedia of Type Strains, Phase III project",,99,98.2,100,,,"Good","2018-09-30T15:18:43.472Z","2018-09-30T15:18:43.472Z"
"1461577.3","Weeksella sp. FF8",,1461577,"WGS",,,,,,,,,"2014-09-05T00:00:00Z","-","PRJEB5516","SAMEA2658122","GCA_000751595.1",,"CCMH00000000","-","URMITE",,,,,,,54,2562781,35.9,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Non-contiguous finished genome sequence and description of Weeksella sp. nov.",,99.5,99,100,2.6,,"Good","2014-12-08T23:08:51.608Z","2015-03-16T03:17:09.594Z"
"1469557.3","Lacinutrix sp. PAMC 27137",,1469557,"WGS","PAMC 27137",,,,,,,,"2014-12-04T00:00:00Z","25038886","PRJNA239392","SAMN02665270","GCA_000797445.1",,"JSWF00000000","-","KORIA POLAR RESEARCH INSTITUTE",,"454","35.0x","Celera Assembler v. 7.0",,,46,4017534,32.18,3590,,,"marine sediment; algae",,"2012-11-28","Antarctica","Antarctica",,,,,,,,,,,,,,,"Negative",,"No","No",,,,,"Unknown",,"To compare the genomic relatedness with closely related strains",,98.7,96.6,100,0.3,,"Good","2015-03-12T13:45:42.857Z","2015-03-16T03:17:09.594Z"
"1475951.3","Flavicella marina strain 2A-7",,1475951,"WGS","2A-7",,,,,,,"Yes","2019-10-21T00:00:00Z",,"PRJNA568691","SAMN12792692","GCA_009193215.1",,"VYVA01000000",,"Qingdao Institute of Bioenergy and Bioprocess Technology",,"Illumina HiSeq","200.0x","SPAdes v. 3.8.1",,,20,3155507,33.93702,2688,,,"surface seawater",,"2011-07","Japan","Japan: Kochi Prefecture, Muroto City",,,,,,,,,,,,,,,,,,,,,,,,,"According to 16S rRNA gene sequence analysis, the genusbelongs to the family Flavobacteriaceae.Cells areGram-stain-negative, non-motile, non-gliding, aerobic and rod-shapedor spherical. Catalase- and oxidase-positive. Carotenoids arefound, while flexirubin-type pigments are not. Predominantcellular fatty acids are summed feature 3 (iso-C15 : 0 2-OHand/or C16 : 1v7c), iso-C17 : 0 3-OHand iso-C15: 0 3-OH.MK-6 is detected as the sole isoprenoid quinone. Major polarlipids are phosphatidylethanolamine and three unidentifiedlipids. The DNA G+C content of the type strain of the typespecies is 34.1 mol%. The type species is Flavicella marina","sample_type:purified culture",,,,,,"Good","2019-10-28T02:43:51.646Z","2019-10-28T02:43:51.646Z"
"1476462.4","Chryseobacterium xixisoli strain CGMCC 1.12802",,1476462,"WGS","CGMCC 1.12802",,,,,,,"Yes","2019-03-22T00:00:00Z",,"PRJNA370105","SAMN06296490","GCA_004365655.1",,"SOEO01000000",,"DOE Joint Genome Institute",,"Illumina HiSeq","252.0x","SPAdes v. 3.9.0",,,11,3389369,36.21028,3355,3229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genome sequencing as part of the Genomic Encyclopedia of Type Strains, Phase III project",,98.7,98.5,,,,"Good","2019-07-19T00:03:21.356Z","2019-07-19T00:03:21.356Z"
"1476901.3","Nonlabens sp. MIC269",,1476901,"Complete","MIC269",,,,,,,,"2015-11-03T00:00:00Z",,"PRJNA282571","SAMN03571531","GCA_001430865.1",,"CP011373","NZ_CP011373.1","Korea Institute of Ocean Science and Technology",,"PacBio","195.5x","SMRTpipe HGAP v. 2.0",1,,1,2884293,35.45,2681,2477,,"sediment",,"20-Aug-2007","Micronesia","Micronesia",,,,,"env_biome:marine habitat","Marine animal",,,,,,,,,,,,,"Mesophilic","C",,"Aerobic","HostAssociated",,"Nonlabens sp. MIC269 genome sequence",,99.8,99.3,100,0.1,,"Good","2016-01-17T17:44:43.631Z","2016-01-17T17:44:43.631Z"
"1478199.3","Flavobacterium notoginsengisoli strain S00128",,1478199,"WGS","S00128",,,,,,,,"2020-08-14T00:00:00Z",,"PRJNA632098","SAMN14908321",,,"JACHLB010000001,JACHLB010000002,JACHLB010000003,JACHLB010000004,JACHLB010000005,JACHLB010000006,JACHLB010000007",,"DOE Joint Genome Institute",,"Illumina","193.0x","SPAdes v. 3.14.0",,,17,5507597,33.46599,4875,4767,,,,,"USA","USA: Texas",,,,,,"not applicable",,,,,,,,,,,,,,,,,,,"Functional genomics of gut bacteria from endangered species of beetle (Heterelmis comalensis) from the Edwards Aquifer, Texas, USA",,98,97.5,,,,"Good","2020-08-31T09:13:14.351Z","2020-08-31T09:13:14.351Z"
"1481457.3","Spongiivirga citrea strain KCTC 32990",,1481457,"WGS","KCTC 32990",,,,,,,,"1900-01-01T00:00:00Z",,"PRJNA602075","SAMN13880826",,,"JAABOQ010000010,JAABOQ010000011,JAABOQ010000012,JAABOQ010000013,JAABOQ010000014,JAABOQ010000015,JAABOQ010000016",,"Guangxi University",,"Illumina HiSeq","144.6x","SOAPdenovo v. 2.04",,,17,4150764,36.32153,3705,3602,,"sponge",,"not collected",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spongiivirga citrea KCTC 32990T","sample_type:not collected",97.9,97.6,,,,"Good","2020-03-27T13:45:01.843Z","2020-03-27T13:45:01.843Z"
"1484460.3","Psychroserpens sp. PAMC 27130",,1484460,"WGS","PAMC 27130",,,,,,,,"2014-12-04T00:00:00Z","25316694","PRJNA255842","SAMN02929382","GCA_000797465.1",,"JSWG00000000","-","KORIA POLAR RESEARCH INSTITUTE",,"Illumina MiSeq","640.0x","CLC NGS Cell v. 7.0.4",,,62,3633537,32.71,3225,,,"marine sediment",,"11-Feb-2011","Antarctica","Antarctica: Ross Sea",,,,,,,,,,,,,,,,,,,,,,,,,"To analyze the genomic relatedness by calculating the ANI and genome-to-genome distance",,98.6,97.6,100,,,"Good","2015-03-12T13:45:49.177Z","2015-03-16T03:17:09.594Z"
"1486034.3","Lacinutrix venerupis strain DOK2-8",,1486034,"Complete","DOK2-8",,,,,,,,"2017-01-26T00:00:00Z",,"PRJNA361535","SAMN06234633","GCF_001971745.1",,"CP019352","NZ_CP019352.1","Korea Research Institute of Bioscience & Biotechnology",,"PacBio","331.0x","HGAP v. Mar-2016",1,,1,3192399,30.55,2859,2811,,"Seawater",,"2015-06","South Korea","South Korea: East sea: Dokdo",,,,"30m",,,,,,,,,,,,,,,,,,,,,"Lacinutrix venerupis DOK2-8 isolated from seawater in Dokdo","sample_type:Single cell",99.4,99.1,100,,,"Good","2017-03-20T06:30:09.263Z","2017-03-20T06:30:09.263Z"
"1486034.7","Lacinutrix venerupis strain DSM 28755",,1486034,"WGS","DSM 28755",,,,,,"DSM:28755","Yes","2018-10-15T00:00:00Z",,"PRJNA402508","SAMN07621379","GCA_003663945.1",,"RCCH01000000",,"DOE Joint Genome Institute",,"Illumina HiSeq","356.0x","SPAdes v. 3.9.0",,,19,3123464,30.443495,2850,2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sequencing as part of the Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II project",,99.4,99.1,,,,"Good","2018-11-29T02:08:35.704Z","2018-11-29T02:08:35.704Z"
"1486285.3","Salegentibacter sp. R32",,1486285,"WGS","R32",,,,,,,,"2019-09-24T00:00:00Z",,"PRJNA509984","SAMN10591615","GCA_008692195.1",,"RXOM01000000",,"Harbin Institute of Technology at Weihai",,"Illumina","796.0x","SPAdes v. 3.5.0",,,68,4078432,35.19387,3713,,,"marine sediment",,"2012-10",,"Atlantic Ocean",,,,,,,,,,,,,,,,,,,,,,,,,"For bacterial novel species identification","sample_type:marine sediment;collected_by:Peisheng Yan;identified_by:Ying Zhou and Peisheng Yan",98.8,98.1,,,,"Good","2019-10-02T18:38:42.888Z","2019-10-02T18:38:42.888Z"
"1487859.3","Wenyingzhuangia heitensis strain DSM 101599",,1487859,"WGS","DSM 101599",,,,,,"DSM:101599",,"2020-03-27T00:00:00Z",,"PRJNA546625","SAMN12025951",,,"JAASQL010000001,JAASQL010000002,JAASQL010000003,JAASQL010000004,JAASQL010000005,JAASQL010000006,JAASQL010000007",,"DOE Joint Genome Institute",,"Illumina","409.0x","SPAdes v. 3.13.0",,,26,3668833,31.399868,3118,3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genome sequencing as part of The One Thousand Microbial Genomes Phase 4 (KMG IV) project",,96.5,95.7,,,,"Good","2020-04-12T02:13:19.169Z","2020-04-12T02:13:19.169Z"
"1492737.3","Flavobacterium sp. EM1308",,1492737,"WGS","EM1308",,,,,,,,"2014-07-28T00:00:00Z","-","PRJNA248342","SAMN02797832","GCA_000735535.1",,"JNCP00000000","-","Chunlab, Inc.",,"Illumina MiSeq","57.0x","CLC Genomics Workbench v. 6.5.1",,,215,4321991,35.1,3638,3661,,,,"2013","South Korea","South Korea: Bukhan Mountain",,,,,,,,,,,,,,,,,,,,,,,,,"Gram-negative, motile and rod-shaped and isolated from freshwater",,98.5,97.9,100,1.2,,"Good","2014-12-08T23:11:59.754Z","2015-03-16T03:17:09.594Z"
"1492737.5","Flavobacterium sp. EM1308",,1492737,"Complete","EM1308",,,,,,,,"2016-10-12T00:00:00Z",,"PRJNA341566","SAMN05726037","GCF_001761465.1",,"CP017479","NZ_CP017479.1","Korea University",,"PacBio","170.92x","PacBio SMRT Analysis v. 2.3",1,,1,4402594,35.17,3755,3491,,"stream water","isolated from stream water to evlauate its genomic properties","2013-09","South Korea","South Korea",,,,,,,,,,,,,,,,,,,,,,,,,"We sequenced Flavobacterium gilvum EM1308, isolated from stream water to evlauate its genomic properties.","sample_type:whole organism, cell nomoculture",98.9,98.2,100,,,"Good","2016-11-17T05:23:21.750Z","2016-11-17T05:23:21.750Z"
"1492738.3","Flavobacterium sp. EM1321",,1492738,"WGS","EM1321",,,,,,,,"2014-05-27T00:00:00Z","-","PRJNA248341","SAMN02797833","GCA_000695795.1",,"JNCA00000000","-","ChunLab, Inc",,"Illumina MiSeq","166.0x","CLC Genomics Workbench v. 6.5.1",,,56,3792640,33.3,3215,3230,,"fresh water",,"2013","South Korea","South Korea: Bukhan Mountain",,,,,,,,,,,,,,,,,,,,,,,,,"Gram-negative, rod-shaped, motile by gliding and isolated from freshwater",,98.6,98.1,100,1.2,,"Good","2014-12-08T23:12:00.287Z","2015-03-16T03:17:09.594Z"
"1492901.5","Bizionia psychrotolerans strain PB-M7",,1492901,"WGS","PB-M7",,,,,,,,"2015-06-25T00:00:00Z",,"PRJNA251503","SAMN02834819","GCA_001039595.1",,"JNGS01000000",,"Korea Food Research Institute",,"IonTorrent","150.0x","CLC NGS Cell v. 1.0",,,22,500897,33.346775,527,,,"gut",,"16-May-2013","South Korea","South Korea: Pohang",,,,,,"sea cucumber",,,,,,,,,,,,,,,,,,,"PB-M7 strain was isolated from sea cucumber",,93.7,93.3,,,,"Good","2019-07-19T00:08:18.088Z","2019-07-19T00:08:18.088Z"
"1493872.3","Chryseobacterium shandongense strain G0207",,1493872,"Complete","G0207",,,,,,,,"2018-11-25T00:00:00Z",,"PRJNA498534","SAMN10343192",,,"CP033915,CP033916",,"Bacterial Special Pathogens Branch (CDC)",,"PacBio & Illumina","140.99x","HGAP v. 3",1,1,2,4430347,36.68481,4200,3928,,"Zimmer water bag",,"1978","United Kingdom","United Kingdom: England, Nuneaton",,,,,,,,,,,,,,,,,,,,,,,,,"Species belonging to the genus Chryseobacterium-Genome sequencing and assembly","sample_type:Zimmer water bag",98,97,,,,"Good","2019-01-30T01:18:14.309Z","2019-01-30T01:18:14.309Z"
"1493872.4","Chryseobacterium shandongense strain H5143",,1493872,"Complete","H5143",,,,,,,,"2018-11-25T00:00:00Z",,"PRJNA498534","SAMN10343200",,,"CP033912,CP033913",,"Bacterial Special Pathogens Branch (CDC)",,"PacBio","233.42x","HGAP v. 3",1,1,2,4628783,36.85336,4401,4140,,"cerebral spinal fluid (CSF)",,"2009","United States","USA: Tennessee",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Species belonging to the genus Chryseobacterium-Genome sequencing and assembly","sample_type:CEREBRAL SPINAL FLUID (CSF)",97.9,96.9,,,,"Good","2019-01-30T01:18:57.985Z","2019-01-30T01:18:57.985Z"
"1493872.5","Chryseobacterium shandongense strain G0239",,1493872,"Complete","G0239",,,,,,,,"2018-11-25T00:00:00Z",,"PRJNA498534","SAMN10343193","GCA_003815615.1",,"CP033914",,"Bacterial Special Pathogens Branch (CDC)",,"PacBio","177.61x","HGAP v. 3",1,,1,4390955,36.884823,4135,3890,,"Cryoprecipitate, transfusion reaction",,"1982","United Kingdom","United Kingdom: England, London",,,,,,,,,,,,,,,,,,,,,,,,,"Species belonging to the genus Chryseobacterium-Genome sequencing and assembly","sample_type:Cryoprecipitate, transfusion reaction;",98.1,97.3,,,,"Good","2019-01-30T01:43:58.799Z","2019-01-30T01:43:58.799Z"
"1495334.3","Cellulophaga sp. E6(2014)",,1495334,"WGS","E6(2014)",,,,,,,,"2014-10-07T00:00:00Z","-","PRJNA245836","SAMN02894428","GCA_000764435.1",,"JQCT00000000","-","University of Massachusetts Dartmouth",,"Illumina MiSeq","300.0x","CLC Genomics Workbench v. 7.0.4",,,72,4420065,34.63,3910,3630,,"seaweed attached to rock near shore",,"20-Jul-2012","United States","USA: Coastal waters Apponagansett Bay, South Dartmouth, Massachusetts",,,,,,"Seaweed",,,,,,,,,"Negative","Bacilli",,,,,,,,,"The goal of this project is to determine the genome sequence of a new Cellulophaga isolate, to enhance analysis of the synthesis of anti-quorum sensing compounds.",,99,98.7,100,,,"Good","2015-03-12T13:45:56.619Z","2015-03-16T03:17:09.594Z"
"1500281.3","Chryseobacterium sp. CF284",,1500281,"WGS","CF284",,,,,,,,"2014-08-28T00:00:00Z","-","PRJNA247523","SAMN02787072","GCA_000746315.1","SRR4090071","JQKZ00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before Fri Aug 15",,,80,4487774,36.6,4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,97.9,97.3,100,,,"Good","2014-12-08T23:12:20.798Z","2015-03-16T03:17:09.594Z"
"1500282.3","Chryseobacterium sp. CF365",,1500282,"WGS","CF365",,,,,,,,"2014-08-28T00:00:00Z","-","PRJNA247524","SAMN02787106","GCA_000745535.1","SRR4096415","JQJM00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before Fri Aug 15",,,65,5290566,35.9,4747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,97.6,97,100,,,"Good","2014-12-08T23:12:21.838Z","2015-03-16T03:17:09.594Z"
"1500283.3","Chryseobacterium sp. CF356",,1500283,"WGS","CF356",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247525","SAMN02787110","GCA_000799515.1","SRR4090075","JUGW00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-04",,,67,3938998,34.83,3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,98.4,98,100,,,"Good","2015-03-12T13:46:06.287Z","2015-03-16T03:17:09.594Z"
"1500284.3","Chryseobacterium sp. CF299",,1500284,"WGS","CF299",,,,,,,,"2014-08-28T00:00:00Z","-","PRJNA247526","SAMN02787069","GCA_000744495.1","SRR4090068","JQMA00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before Fri Aug 15",,,74,4495830,36.6,4194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,97.9,97.3,100,,,"Good","2014-12-08T23:12:22.245Z","2015-03-16T03:17:09.594Z"
"1500285.4","Chryseobacterium sp. OV279",,1500285,"WGS","OV279",,,,,,,,"2016-12-02T00:00:00Z",,"PRJEB18184","SAMN02787100","GCF_900128945.1",,"FQUD00000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,11,5403181,37.9,4999,4748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chryseobacterium sp. OV279",,97.9,96.8,100,,,"Good","2017-01-21T18:16:07.568Z","2017-01-21T18:16:07.568Z"
"1500286.3","Chryseobacterium sp. OV259",,1500286,"WGS","OV259",,,,,,,,"2014-08-28T00:00:00Z","-","PRJNA247528","SAMN02787084","GCA_000745795.1","SRR4090067","JQKA00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before Fri Aug 15",,,16,3031811,33.8,2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,98.4,98.2,98.9,,,"Good","2014-12-08T23:12:22.695Z","2015-03-16T03:17:09.594Z"
"1500287.3","Chryseobacterium sp. OV715",,1500287,"WGS","OV715",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247529","SAMN02787107","GCA_000800075.1","SRR4090077","JUGX00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-04",,,26,5304711,38.06,4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,97.6,96.4,100,,,"Good","2015-03-12T13:46:06.597Z","2015-03-16T03:17:09.594Z"
"1500288.3","Chryseobacterium sp. YR005",,1500288,"WGS","YR005",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247530","SAMN02787112","GCA_000799255.1","SRR4090036","JUGK00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-06",,,19,3789702,35.17,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,98.1,97.4,100,,,"Good","2015-03-12T13:46:06.889Z","2015-03-16T03:17:09.594Z"
"1500289.3","Chryseobacterium sp. OV705",,1500289,"WGS","OV705",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247531","SAMN02787071","GCA_000799645.1","SRR4089993","JUHD00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-01",,,70,5199863,36.19,4726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,97.6,96.6,100,,,"Good","2015-03-12T13:46:07.401Z","2015-03-16T03:17:09.594Z"
"1500290.3","Chryseobacterium sp. YR460",,1500290,"WGS","YR460",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247532","SAMN02787111","GCA_000799195.1","SRR4090076","JUGG00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-15",,,19,4628428,34.22,4295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,98.2,97.6,100,,,"Good","2015-03-12T13:46:08.127Z","2015-03-16T03:17:09.594Z"
"1500291.4","Chryseobacterium sp. YR203",,1500291,"WGS","YR203",,,,,,,,"2016-12-02T00:00:00Z",,"PRJEB18161","SAMN02787073","GCF_900129105.1",,"FQVE00000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,16,5436094,37.06,5254,4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chryseobacterium sp. YR203",,98.5,97.4,100,,,"Good","2017-01-21T17:13:36.316Z","2017-01-21T17:13:36.316Z"
"1500292.3","Chryseobacterium sp. YR459",,1500292,"WGS","YR459",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247534","SAMN02787095","GCA_000799235.1","SRR4096421","JUGI00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-15",,,21,4968916,36.18,4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,97.5,96.8,100,,,"Good","2015-03-12T13:46:08.405Z","2015-03-16T03:17:09.594Z"
"1500293.3","Chryseobacterium sp. YR221 strain YR221",,1500293,"WGS","YR221",,,,,,,,"2017-04-08T00:00:00Z",,"PRJEB20322","SAMN02787074","GCA_900176315.1",,"FWXM00000000",,,,,,,,,16,5014294,36.39,4572,4386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,96.6,100,,,"Good","2017-05-30T20:34:25.140Z","2017-05-30T20:34:25.140Z"
"1500294.3","Chryseobacterium sp. YR485",,1500294,"WGS","YR485",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247536","SAMN02787088","GCA_000799335.1","SRR4090061","JUGO00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-15",,,16,5160254,35.99,4690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,97.6,96.7,100,,,"Good","2015-03-12T13:46:08.754Z","2015-03-16T03:17:09.594Z"
"1500295.3","Chryseobacterium sp. YR477",,1500295,"WGS","YR477",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247537","SAMN02787075","GCA_000799375.1","SRR4090070","JUGP00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-15",,,12,5003855,36.56,4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,98.1,97.3,100,,,"Good","2015-03-12T13:46:09.461Z","2015-03-16T03:17:09.594Z"
"1500296.3","Chryseobacterium sp. YR480",,1500296,"WGS","YR480",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247538","SAMN02787114","GCA_000799325.1","SRR4090073","JUGN00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-15",,,19,4976121,36.33,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,97.5,96.5,100,,,"Good","2015-03-12T13:46:10.309Z","2015-03-16T03:17:09.594Z"
"1500298.3","Chryseobacterium sp. YR561",,1500298,"WGS","YR561",,,,,,,,"2014-12-09T00:00:00Z","-","PRJNA247542","SAMN02787077","GCA_000799455.1","SRR4090060","JUGT00000000","-","DOE Joint Genome Institute",,"Illumina HiSeq 2000; Illumina HiSeq","Unknown","Unknown program v. before 2014-08-07",,,20,4420269,34.49,4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Defining the functional diversity of the Populus root microbiome",,98.1,97.3,100,,,"Good","2015-03-12T13:46:10.660Z","2015-03-16T03:17:09.594Z"
"150146.5","Flavobacterium gillisiae strain DSM 22376",,150146,"WGS","DSM 22376",,,,,,"DSM 22376",,"2016-10-22T00:00:00Z",,"PRJEB16645","SAMN05443667","GCA_900107635.1",,"FNRD01000000",,"DOE - JOINT GENOME INSTITUTE",,,,,,,33,4377959,34.272453,3965,3816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flavobacterium gillisiae DSM 22376",,98.4,97.9,,,,"Good","2019-07-17T20:18:27.323Z","2019-07-17T20:18:27.323Z"
"1504967.3","Mesonia aquimarina strain MCCC 1A11700",,1504967,"WGS","MCCC 1A11700",,,,,,,,"2018-10-19T00:00:00Z",,"PRJNA495758","SAMN10230918","GCA_003667275.1",,"RCNV01000000",,"State Key Laboratory Breeding Base of Marine Genetic Resources",,"Illumina HiSeq","100.0x","SOAPdenovo v. 1.05",,,25,3281196,33.676563,3125,,,"seawater",,"13-MAR-2014","South Korea","South Korea: East Sea",,,,,,,,,,,,,,,,,,,,,,,,,"Genome sequence of Mesonia aquimarina IMCC1021 (MCCC 1A11700)","sample_type:cell culture",99,98.5,,,,"Good","2018-11-29T02:36:58.297Z","2018-11-29T02:36:58.297Z"
"1506583.3","Flavobacterium sp. Fl",,1506583,"WGS","Fl",,,,,,,,"2014-08-28T00:00:00Z","-","PRJNA251770","SAMN02850021","GCA_000745775.1","SRR4129098","JQJY00000000","-","DOE Joint Genome Institute",,"PacBio RS","Unknown","Unknown program v. before Fri Aug 15",,,22,5282713,33.4,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genomes of fifty methylotrophs isolated from Lake Washington",,99.3,98.7,100,,,"Good","2014-12-08T23:12:47.268Z","2015-03-16T03:17:09.594Z"
"1517683.3","Chryseobacterium sp. P1-3",,1517683,"WGS","P1-3",,,,,,,,"2014-08-07T00:00:00Z","-","PRJNA253967","SAMN02898319","GCA_000738495.1",,"JPEQ00000000","-","Kyungpook National University",,"IonTorrent","78.0x","MIRA v. 4.0",,,45,4628764,37,5136,3119,,"contaminated soil",,"2013","South Korea","South Korea",,,,,,,,,,,,,,,,,,,,,,,,,"Effective strain genome annotation;many frameshifted proteins",,97.9,91.1,100,15.6,,"Good","2014-12-08T23:12:56.087Z","2015-03-16T03:17:09.594Z"
"1520893.3","Mesoflavibacter sabulilitoris strain KCTC 42117",,1520893,"WGS","KCTC 42117",,,,,,,,"2018-03-18T00:00:00Z",,"PRJNA437528","SAMN08667563","GCA_003008435.1",,"PXOT01000000",,"Second Institute of Oceanography, State Oceanic Administration",,"Illumina Hiseq X-Ten","395x","ABySS v. 1.9.0",,,27,3110697,31.491611,2870,2829,,"sea sand",,,"South Korea","South Korea: Geoje island in the South Sea",,,,,"env_biome:marine biome",,,,,,,,,,,,,,,,,,,,"This project was used for calculating ANI value and the G+C content of whole genome in polyphasic characterization of new microbial species (Mesoflavibacter sp. strain HG37 and strain HG96).",,99.6,99.1,100,,,"Good","2018-05-26T07:12:10.380Z","2018-05-26T07:12:10.380Z"
